CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,TRAFFIC_CONTROL_DEVICE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_TOTAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,BEAT_OF_OCCURRENCE,STREET_NAME,LATITUDE,LONGITUDE,DATE_POLICE_NOTIFIED,year
CR00000759,12/16/2017 08:18:00 PM,30,CLOUDY/OVERCAST,DAYLIGHT,REAR END,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,20,7,12,985,CALIFORNIA AVE,41.805903,-87.55756,12/16/2017 08:50:00 PM,2017
CR00000760,03/06/2024 12:12:00 PM,40,CLEAR,DAYLIGHT,REAR TO FRONT,NOT DIVIDED,UNKNOWN,IMPROPER OVERTAKING/PASSING,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,12,4,3,730,OGDEN AVE,41.802135,-87.565102,03/06/2024 01:50:00 PM,2024
CR00000761,03/08/2016 07:14:00 AM,20,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,IMPROPER LANE USAGE,DISTRACTION - FROM INSIDE VEHICLE,0,0,3,3,7,3,3,518,HALSTED ST,41.854039,-87.576993,03/08/2016 07:39:00 AM,2016
CR00000762,03/03/2020 06:47:00 AM,15,CLEAR,DARKNESS - LIGHTED ROAD,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,0,0,6,3,3,2354,CICERO AVE,41.704976,-87.688704,03/03/2020 07:22:00 AM,2020
CR00000763,12/22/2018 02:13:00 PM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,14,7,12,1830,KEDZIE AVE,41.850657,-87.672226,12/22/2018 02:20:00 PM,2018
CR00000764,04/19/2018 08:25:00 AM,35,CLEAR,DARKNESS,REAR END,FOUR WAY,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,8,5,4,571,PULASKI RD,41.782778,-87.637393,04/19/2018 09:32:00 AM,2018
CR00000765,05/27/2015 04:17:00 PM,45,CLOUDY/OVERCAST,DARKNESS,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,16,4,5,1198,LAKE SHORE DR,41.85964,-87.753589,05/27/2015 06:10:00 PM,2015
CR00000766,04/22/2017 07:50:00 AM,15,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STOP SIGN/FLASHER,IMPROPER OVERTAKING/PASSING,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,7,7,4,1350,47TH ST,41.89107,-87.602951,04/22/2017 08:27:00 AM,2017
CR00000767,09/04/2017 07:20:00 AM,25,CLEAR,DARKNESS,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,7,2,9,1180,CICERO AVE,41.749994,-87.733746,09/04/2017 08:19:00 AM,2017
CR00000768,11/30/2016 06:48:00 PM,20,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,3,3,18,4,11,2160,STONY ISLAND AVE,41.700302,-87.544374,11/30/2016 07:49:00 PM,2016
CR00000769,06/20/2023 07:49:00 AM,35,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STOP SIGN/FLASHER,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,0,0,0,0,7,3,6,1592,CALIFORNIA AVE,41.791381,-87.592335,06/20/2023 08:47:00 AM,2023
CR00000770,02/25/2015 10:22:00 PM,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,DISREGARDING TRAFFIC SIGNALS,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,22,4,2,184,HALSTED ST,41.800122,-87.668759,02/25/2015 11:47:00 PM,2015
CR00000771,08/08/2019 08:42:00 AM,35,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,0,2,2,4,8,5,8,1940,OGDEN AVE,41.807826,-87.589472,08/08/2019 09:07:00 AM,2019
CR00000772,12/17/2016 09:58:00 AM,30,CLEAR,DAYLIGHT,REAR END,ONE-WAY,TRAFFIC SIGNAL,FAILING TO REDUCE SPEED,FOLLOWING TOO CLOSELY,0,0,0,0,9,7,12,603,DAMEN AVE,41.966398,-87.713141,12/17/2016 10:52:00 AM,2016
CR00000773,12/02/2023 02:36:00 PM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,2,2,14,7,12,2094,CLARK ST,41.97817,-87.798504,12/02/2023 04:04:00 PM,2023
CR00000774,09/22/2015 09:18:00 PM,20,CLEAR,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,21,3,9,102,PULASKI RD,41.712286,-87.750944,09/22/2015 10:34:00 PM,2015
CR00000775,10/26/2017 07:22:00 AM,25,CLOUDY/OVERCAST,DAYLIGHT,TURNING,ONE-WAY,NO CONTROLS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,3,3,7,5,10,231,LAKE SHORE DR,41.746511,-87.819899,10/26/2017 07:57:00 AM,2017
CR00000776,12/23/2018 09:51:00 AM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,NO CONTROLS,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,9,1,12,1420,FULLERTON AVE,41.815872,-87.71031,12/23/2018 11:47:00 AM,2018
CR00000777,07/24/2016 06:49:00 PM,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,18,1,7,1639,DAMEN AVE,41.740707,-87.656001,07/24/2016 07:28:00 PM,2016
CR00000778,01/29/2016 07:33:00 AM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,0,0,0,0,7,6,1,213,ELSTON AVE,41.793978,-87.522792,01/29/2016 09:05:00 AM,2016
CR00000779,04/19/2015 08:26:00 PM,30,RAIN,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,0,0,0,0,20,1,4,2416,CLARK ST,41.742176,-87.532603,04/19/2015 10:07:00 PM,2015
CR00000780,08/08/2015 07:54:00 PM,40,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,19,7,8,1465,DIVISION ST,41.820883,-87.847917,08/08/2015 09:38:00 PM,2015
CR00000781,02/03/2016 10:18:00 PM,45,SNOW,DARKNESS - LIGHTED ROAD,REAR TO FRONT,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,FAILING TO REDUCE SPEED,UNABLE TO DETERMINE,0,0,0,0,22,4,2,2214,HALSTED ST,41.907178,-87.54749,02/03/2016 10:34:00 PM,2016
CR00000782,04/21/2021 07:31:00 PM,30,RAIN,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,FAILING TO REDUCE SPEED,0,0,0,0,19,4,4,922,ASHLAND AVE,41.968516,-87.626116,04/21/2021 07:51:00 PM,2021
CR00000783,10/03/2015 12:09:00 AM,20,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,0,7,10,598,CLARK ST,41.73631,-87.816098,10/03/2015 12:36:00 AM,2015
CR00000784,07/16/2019 03:11:00 PM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,3,3,15,3,7,1085,STONY ISLAND AVE,41.904396,-87.54924,07/16/2019 04:30:00 PM,2019
CR00000785,09/26/2020 07:44:00 PM,20,RAIN,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,19,7,9,539,CALIFORNIA AVE,41.842848,-87.748487,09/26/2020 09:10:00 PM,2020
CR00000786,09/04/2019 10:27:00 PM,15,RAIN,DAYLIGHT,REAR END,FOUR WAY,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,22,4,9,1920,PULASKI RD,41.785027,-87.807956,09/04/2019 11:17:00 PM,2019
CR00000787,12/23/2018 07:29:00 AM,30,CLOUDY/OVERCAST,DARKNESS - LIGHTED ROAD,TURNING,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,DISTRACTION - FROM INSIDE VEHICLE,0,0,1,1,7,1,12,720,ARCHER AVE,41.850192,-87.548642,12/23/2018 07:56:00 AM,2018
CR00000788,05/10/2022 07:36:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,0,0,0,0,19,3,5,838,FULLERTON AVE,41.914555,-87.574656,05/10/2022 08:12:00 PM,2022
CR00000789,12/12/2022 03:49:00 PM,45,CLEAR,DARKNESS - LIGHTED ROAD,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,15,2,12,751,MICHIGAN AVE,41.777768,-87.605781,12/12/2022 05:05:00 PM,2022
CR00000790,01/31/2016 06:06:00 PM,30,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),YIELD,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,0,0,0,0,18,1,1,363,PULASKI RD,41.903797,-87.736719,01/31/2016 06:36:00 PM,2016
CR00000791,11/11/2021 09:07:00 AM,45,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO REDUCE SPEED,IMPROPER OVERTAKING/PASSING,0,0,0,0,9,5,11,1646,HALSTED ST,41.92498,-87.695465,11/11/2021 09:55:00 AM,2021
CR00000792,02/23/2022 04:35:00 PM,30,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,16,4,2,2484,WESTERN AVE,41.775748,-87.69687,02/23/2022 05:12:00 PM,2022
CR00000793,01/20/2022 06:06:00 PM,35,RAIN,DARKNESS - LIGHTED ROAD,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO REDUCE SPEED,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,18,5,1,2263,LAKE SHORE DR,41.943003,-87.537348,01/20/2022 06:53:00 PM,2022
CR00000794,02/17/2017 11:13:00 PM,40,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,0,0,0,0,23,6,2,390,FULLERTON AVE,41.84212,-87.726763,02/18/2017 12:33:00 AM,2017
CR00000795,11/17/2015 07:50:00 AM,45,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,7,3,11,1565,CICERO AVE,41.730274,-87.675451,11/17/2015 07:57:00 AM,2015
CR00000796,10/13/2024 07:18:00 AM,45,CLEAR,DAYLIGHT,TURNING,FOUR WAY,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO REDUCE SPEED,0,0,0,0,7,1,10,554,FULLERTON AVE,41.872607,-87.551382,10/13/2024 09:18:00 AM,2024
CR00000797,04/13/2020 09:41:00 AM,15,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,DISREGARDING TRAFFIC SIGNALS,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,9,2,4,355,MICHIGAN AVE,41.801414,-87.758692,04/13/2020 10:24:00 AM,2020
CR00000798,07/14/2020 04:51:00 AM,45,CLOUDY/OVERCAST,DARKNESS - LIGHTED ROAD,REAR END,ONE-WAY,TRAFFIC SIGNAL,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,1,1,4,3,7,270,ASHLAND AVE,41.803754,-87.825233,07/14/2020 05:45:00 AM,2020
CR00000799,05/26/2015 03:32:00 PM,30,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,15,3,5,1653,63RD ST,41.805077,-87.682843,05/26/2015 05:13:00 PM,2015
CR00000800,09/01/2022 07:01:00 PM,25,CLEAR,DARKNESS,TURNING,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,IMPROPER OVERTAKING/PASSING,0,0,0,0,19,5,9,583,DIVISION ST,41.715642,-87.582011,09/01/2022 08:31:00 PM,2022
CR00000801,02/15/2019 12:12:00 PM,45,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,YIELD,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,12,6,2,287,WESTERN AVE,41.975421,-87.76664,02/15/2019 12:24:00 PM,2019
CR00000802,10/16/2024 07:15:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,1,1,19,4,10,414,CICERO AVE,41.713116,-87.727616,10/16/2024 08:39:00 PM,2024
CR00000803,10/21/2017 04:13:00 PM,30,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),PEDESTRIAN CROSSING SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,0,0,16,7,10,1100,OGDEN AVE,41.920566,-87.725065,10/21/2017 06:11:00 PM,2017
CR00000804,12/31/2017 11:44:00 AM,45,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,11,1,12,1349,ROOSEVELT RD,41.731313,-87.728678,12/31/2017 12:37:00 PM,2017
CR00000805,03/14/2021 08:07:00 AM,35,SNOW,DAWN,TURNING,NOT DIVIDED,NO CONTROLS,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,0,0,0,0,8,1,3,238,STATE ST,41.944914,-87.800314,03/14/2021 08:38:00 AM,2021
CR00000806,02/12/2018 04:24:00 PM,45,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,0,0,0,0,16,2,2,1019,KEDZIE AVE,41.989529,-87.829098,02/12/2018 06:14:00 PM,2018
CR00000807,04/03/2019 08:42:00 AM,30,CLEAR,DARKNESS - LIGHTED ROAD,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,IMPROPER LANE USAGE,0,0,0,0,8,4,4,986,IRVING PARK RD,41.715678,-87.743198,04/03/2019 09:52:00 AM,2019
CR00000808,04/23/2015 11:46:00 AM,30,CLEAR,DAYLIGHT,TURNING,ONE-WAY,UNKNOWN,IMPROPER LANE USAGE,WEATHER,0,0,1,1,11,5,4,2225,STATE ST,41.942219,-87.656347,04/23/2015 01:19:00 PM,2015
CR00000809,10/27/2016 12:29:00 PM,30,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,PEDESTRIAN CROSSING SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,0,0,12,5,10,1482,FULLERTON AVE,41.977398,-87.803845,10/27/2016 12:31:00 PM,2016
CR00000810,06/05/2019 02:39:00 AM,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STOP SIGN/FLASHER,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,2,4,6,1183,STONY ISLAND AVE,41.780624,-87.76232,06/05/2019 04:03:00 AM,2019
CR00000811,12/23/2019 02:01:00 PM,40,CLEAR,DAYLIGHT,REAR END,ONE-WAY,NO CONTROLS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,14,2,12,2358,MILWAUKEE AVE,41.839932,-87.51194,12/23/2019 03:03:00 PM,2019
CR00000812,09/20/2015 02:11:00 PM,25,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,14,1,9,1053,ASHLAND AVE,41.936021,-87.759161,09/20/2015 03:15:00 PM,2015
CR00000813,05/05/2022 02:11:00 AM,40,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,0,0,2,5,5,1547,ELSTON AVE,41.958171,-87.647038,05/05/2022 02:17:00 AM,2022
CR00000814,01/21/2023 02:38:00 AM,40,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,0,0,0,0,2,7,1,1803,CICERO AVE,41.732749,-87.672572,01/21/2023 02:53:00 AM,2023
CR00000815,03/14/2022 01:56:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,ONE-WAY,NO CONTROLS,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,13,2,3,756,ARCHER AVE,41.707408,-87.637562,03/14/2022 02:43:00 PM,2022
CR00000816,07/02/2015 10:59:00 AM,30,CLEAR,DARKNESS,REAR TO FRONT,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED,0,0,0,0,10,5,7,1509,KEDZIE AVE,41.877368,-87.812819,07/02/2015 11:27:00 AM,2015
CR00000817,04/01/2019 11:37:00 PM,20,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,23,2,4,1812,ELSTON AVE,41.917878,-87.716619,04/02/2019 01:01:00 AM,2019
CR00000818,03/22/2023 07:54:00 AM,45,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,PEDESTRIAN CROSSING SIGN,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,3,3,7,4,3,1967,MILWAUKEE AVE,41.856101,-87.739071,03/22/2023 08:19:00 AM,2023
CR00000819,05/23/2023 07:44:00 AM,20,CLEAR,DARKNESS - LIGHTED ROAD,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER OVERTAKING/PASSING,0,0,0,0,7,3,5,1043,CALIFORNIA AVE,41.919839,-87.541921,05/23/2023 08:31:00 AM,2023
CR00000820,10/26/2023 01:14:00 PM,30,FREEZING RAIN/DRIZZLE,DAYLIGHT,FIXED OBJECT,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,IMPROPER LANE USAGE,0,0,0,0,13,5,10,1166,CLARK ST,41.948035,-87.806152,10/26/2023 02:23:00 PM,2023
CR00000821,10/31/2018 11:07:00 AM,35,RAIN,DAWN,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,11,4,10,594,DAMEN AVE,41.826307,-87.505863,10/31/2018 12:21:00 PM,2018
CR00000822,12/14/2017 08:35:00 PM,15,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,20,5,12,2268,BROADWAY,41.840958,-87.814652,12/14/2017 10:27:00 PM,2017
CR00000823,09/26/2019 12:08:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,PARKED MOTOR VEHICLE,FOUR WAY,NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,0,0,0,0,12,5,9,402,ROOSEVELT RD,41.867082,-87.600806,09/26/2019 12:24:00 PM,2019
CR00000824,12/24/2018 02:58:00 PM,35,CLOUDY/OVERCAST,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,UNKNOWN,WEATHER,IMPROPER LANE USAGE,0,0,0,0,14,2,12,2186,CICERO AVE,41.834926,-87.557818,12/24/2018 03:36:00 PM,2018
CR00000825,09/15/2016 12:37:00 AM,35,CLEAR,DARKNESS - LIGHTED ROAD,PEDESTRIAN,FOUR WAY,NO CONTROLS,WEATHER,UNABLE TO DETERMINE,0,0,0,0,0,5,9,1051,CLARK ST,41.902172,-87.691265,09/15/2016 01:19:00 AM,2016
CR00000826,07/13/2020 11:03:00 AM,35,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),YIELD,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,11,2,7,271,ROOSEVELT RD,41.96919,-87.64706,07/13/2020 12:52:00 PM,2020
CR00000827,11/23/2024 07:13:00 PM,20,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,IMPROPER OVERTAKING/PASSING,0,0,0,0,19,7,11,1897,MICHIGAN AVE,41.783477,-87.542146,11/23/2024 07:54:00 PM,2024
CR00000828,12/05/2024 07:18:00 AM,20,CLEAR,DARKNESS - LIGHTED ROAD,ANGLE,T-INTERSECTION,NO CONTROLS,UNABLE TO DETERMINE,IMPROPER LANE USAGE,0,0,1,1,7,5,12,262,ELSTON AVE,41.977355,-87.616748,12/05/2024 07:37:00 AM,2024
CR00000829,01/12/2021 09:12:00 PM,30,RAIN,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,21,3,1,1958,CLARK ST,41.949751,-87.840978,01/12/2021 09:39:00 PM,2021
CR00000830,03/24/2016 06:45:00 PM,20,CLEAR,DAYLIGHT,REAR TO FRONT,NOT DIVIDED,UNKNOWN,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,2,2,18,5,3,741,OGDEN AVE,41.778917,-87.547424,03/24/2016 07:21:00 PM,2016
CR00000831,10/05/2018 10:29:00 AM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,0,0,10,6,10,2386,63RD ST,41.853853,-87.578034,10/05/2018 12:00:00 PM,2018
CR00000832,05/23/2024 05:02:00 PM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,UNKNOWN,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,0,2,2,4,17,5,5,639,KEDZIE AVE,41.961634,-87.772927,05/23/2024 05:28:00 PM,2024
CR00000833,02/13/2022 05:33:00 AM,15,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,FOUR WAY,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER LANE USAGE,0,0,2,2,5,1,2,1061,79TH ST,41.867321,-87.777009,02/13/2022 05:56:00 AM,2022
CR00000834,11/29/2018 03:33:00 PM,30,SNOW,DARKNESS - LIGHTED ROAD,ANGLE,FOUR WAY,TRAFFIC SIGNAL,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,15,5,11,2325,LAKE SHORE DR,41.754019,-87.744965,11/29/2018 04:03:00 PM,2018
CR00000835,04/25/2018 06:14:00 AM,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,6,4,4,2003,MILWAUKEE AVE,41.964269,-87.585764,04/25/2018 06:51:00 AM,2018
CR00000836,05/29/2022 07:22:00 AM,35,RAIN,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,0,0,0,0,7,1,5,2178,KEDZIE AVE,41.911446,-87.579211,05/29/2022 08:24:00 AM,2022
CR00000837,12/23/2024 08:26:00 PM,35,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,20,2,12,2088,ROOSEVELT RD,41.93154,-87.758438,12/23/2024 09:07:00 PM,2024
CR00000838,06/15/2017 11:40:00 AM,20,RAIN,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,3,3,11,5,6,186,BROADWAY,41.962687,-87.662395,06/15/2017 01:20:00 PM,2017
CR00000839,01/05/2016 08:45:00 PM,15,CLEAR,DAYLIGHT,TURNING,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,20,3,1,2294,BROADWAY,41.80581,-87.581895,01/05/2016 08:54:00 PM,2016
CR00000840,08/22/2024 06:14:00 PM,30,RAIN,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,18,5,8,2256,ASHLAND AVE,41.748421,-87.719142,08/22/2024 07:07:00 PM,2024
